Severity,Date/Time,Latitude,Longitude,City,State,Number,Street,Description
2,2020-11-24 09:43:26,47.6028,-97.0799,Buxton,ND,,I-29 N,Incident on I-29 NB near MP 117 Expect delays.
2,2018-05-15 09:20:05,47.7468,-103.2832,Watford City,ND,2301, Highway 85 N,At Medora - Accident.
2,2020-12-22 20:08:07,46.8313,-100.7778,Bismarck,ND,,I-94 E,Incident on I-94 EB near MP 159 Expect delays.
2,2020-12-11 20:27:58,46.8619,-102.0491,Hebron,ND,,I-94 E,Incident on I-94 EB near MP 103 Expect delays.
2,2020-12-02 03:30:16,46.8921,-98.9926,Cleveland,ND,,I-94 W,Incident on I-94 WB near MP 243 Expect delays.
2,2020-11-24 03:48:22.000000000,46.6418,-100.9043,Mandan,ND,5339, Highway 6,Incident on ND-6 NB near MP 55 Expect delays.
2,2020-12-29 07:14:43,46.8907,-102.8845,Dickinson,ND,,I-94 W,Incident on I-94 WB near MP 56 Expect delays.
2,2020-11-12 01:49:06,48.0209,-98.1324,Michigan,ND,11437, Highway 2,Incident on US-2 WB near MP 305 Expect delays.
2,2020-11-12 02:54:06,48.2339,-97.189,Minto,ND,,I-29 N,Incident on I-29 NB near MP 157 Expect delays.
2,2020-10-22 16:23:56,46.9068,-98.2335,Sanborn,ND,,I-94 W,Incident on I-94 WB near MP 278 Expect delays.
2,2020-12-19 15:07:12,47.974,-102.729,New Town,ND,4363, Highway 22,Incident on ND-22 NB near MP 156 Expect delays.
2,2020-12-30 17:00:03,47.9141,-97.0937,Grand Forks,ND,,I-29 S,Incident on I-29 SB near MP 141 Expect delays.
2,2020-12-21 11:17:44,46.5406,-96.8253,Walcott,ND,,I-29 N,Incident on I-29 NB near MP 42 Expect delays.
2,2020-10-22 15:29:19,46.854,-102.2019,Richardton,ND,,Highway 10 E,Incident on I-94 WB near MP 90 Expect delays.
2,2018-05-15 10:52:20,46.1099,-98.0907,Oakes,ND,,90th St SE,At CR-3/88th St SE/Main Ave - Accident.
2,2020-12-12 19:33:13,46.795,-100.7946,Bismarck,ND,,S Washington St,Incident on ND-810 WB near MP 1 Expect delays.
2,2020-11-27 20:54:04,46.8925,-98.9128,Jamestown,ND,,I-94 W,Incident on I-94 WB near MP 247 Expect delays.
2,2020-11-19 03:52:00,47.4847,-102.2909,Halliday,ND,558, Highway 8,Incident on ND-8 NB near MP 125 Expect delays.
2,2020-12-02 21:05:29,46.8213,-100.836,Mandan,ND,,I-94 E,Incident on I-94 EB near MP 157 Expect delays.
2,2020-11-28 00:04:07,46.1234,-98.0907,Oakes,ND,8904, 110th Ave SE,Incident on ND-1 NB near MP 16 Expect delays.
2,2020-12-12 20:28:13,48.0847,-101.0252,Velva,ND,14799, Highway 52 S,Incident on US-52 EB near MP 112 Expect delays.
2,2020-12-20 03:47:21,47.9225,-101.2917,Max,ND,30298, Highway 83 S,Incident on US-83 SB near MP 179 Expect delays.
2,2020-11-16 15:56:00,46.8614,-101.2864,New Salem,ND,,I-94 W,Slow traffic on I-94 W from CR-84/Exit 134 (I-94) to ND-31/Exit 127 (I-94) due to accident.
2,2020-11-30 20:14:53,47.7707,-97.078,Thompson,ND,,I-29 S,Incident on I-29 SB near MP 127 Expect delays.
4,2019-05-10 13:15:46,46.8882,-102.9943,Dickinson,ND,,I-94 W,Closed between CMC 4511/Exit 51 and US-85/Exit 42 - Road closed due to accident.
2,2020-11-12 02:54:06,48.1387,-97.1907,Manvel,ND,,I-29 N,Incident on I-29 NB near MP 157 Expect delays.
2,2020-10-21 12:49:35,46.8614,-101.4126,New Salem,ND,,I-94 W,Incident on I-94 WB near MP 127 Expect delays.
2,2020-12-17 15:59:29,48.017,-102.5089,New Town,ND,4537, Highway 1804,Incident on ND-1804 NB near MP 250 Expect delays.
2,2020-12-30 01:29:53,46.9341,-96.8487,Fargo,ND,4031, 40th Ave N,Incident on I-29 NB near MP 70 Expect delays.
2,2020-12-30 17:45:04,46.8407,-96.8406,Fargo,ND,,I-29 N,Incident on I-29 NB near MP 63 Expect delays.
2,2020-10-23 09:31:52,46.8761,-99.4672,Medina,ND,,I-94 E,Incident on I-94 EB near MP 223 Expect delays.
3,2018-07-12 11:11:45,46.8771,-97.0528,Mapleton,ND,,163rd Ave SE,Accident on I-94 Eastbound before Exit 338 163rd Ave.
2,2020-11-12 02:59:07,47.8027,-97.0776,Thompson,ND,,I-29 N,Incident on I-29 NB near MP 132 Expect delays.
2,2020-11-07 20:25:39,47.6689,-97.0801,Reynolds,ND,,I-29 S,Incident on I-29 SB near MP 120 Expect delays.
2,2020-11-24 09:43:26,47.5852,-97.0809,Buxton,ND,,I-29 N,Incident on I-29 NB near MP 117 Expect delays.
2,2020-12-27 17:14:20,47.9291,-97.0937,Grand Forks,ND,,I-29 S,Incident on I-29 SB near MP 140 Expect delays.
2,2020-12-30 19:45:05,46.8474,-96.8536,Fargo,ND,,I-94 E,Incident on I-94 EB near MP 349 Expect delays.
2,2020-11-09 02:51:00,47.546,-102.2108,Halliday,ND,934, Highway 8,Incident on ND-8 NB near MP 131 Expect delays.
2,2020-11-25 01:18:37,46.8705,-96.8416,Fargo,ND,,I-29 S,Incident on I-29 SB near MP 65 Expect delays.
4,2019-03-27 09:11:43,46.3858,-100.7896,Solen,ND,,Highway 24,Closed at Solen - Road closed due to accident. Flooding.
2,2020-11-14 16:44:48,47.9059,-102.7449,Mandaree,ND,,Highway 22,Incident on ND-22 NB near MP 151 Expect delays.
2,2018-05-15 07:47:05,46.5255,-103.1961,Amidon,ND,6102, 133rd Ave SW,Between ND-21 and Scranton - Accident.
2,2020-12-21 04:07:40,46.8851,-102.7316,Dickinson,ND,,I-94 E,Incident on I-94 EB near MP 68 Expect delays.
2,2020-12-22 22:03:08,46.8755,-97.4879,Buffalo,ND,,I-94 E,Incident on I-94 EB near MP 319 Expect delays.
2,2020-12-19 22:02:18,46.8909,-102.8361,Dickinson,ND,,I-94 W,Incident on I-94 WB near MP 59 Expect delays.
4,2019-02-07 12:38:12,46.8477,-96.8687,Fargo,ND,,I-94 W,Closed between 45th St/Exit 348 and ND-18/Exit 331 - Road closed due to accident. Snowfall.
2,2020-10-16 14:12:01,46.8777,-96.9546,West Fargo,ND,,I-94 W,Incident on I-94 WB near MP 343 Expect delays.
2,2020-12-14 23:48:45,46.7198,-100.9006,Mandan,ND,2055, 48th St SW,Incident on ND-6 NB near MP 61 Expect delays.
2,2020-12-30 00:49:52,47.9179,-97.0937,Grand Forks,ND,,I-29 S,Incident on I-29 SB near MP 140 Expect delays.
2,2020-11-26 04:18:38,46.8854,-99.1173,Cleveland,ND,,I-94 E,Incident on I-94 EB near MP 242 Expect delays.
2,2018-05-04 07:37:10,46.4845,-100.9028,Solen,ND,6402, Highway 6,Between Solen and ND-21/22nd Ave - Accident.
2,2020-11-11 23:58:00,48.1716,-98.9964,Devils Lake,ND,7544, Highway 2,Slow traffic on US-2 E from 66th Ave (US-2) to ND-19/4th St (US-2) due to accident.
3,2019-07-25 14:18:33,46.8473,-96.8194,Fargo,ND,,US-52 E,Right lane blocked due to accident on I-94 Westbound at Exit 350 25th St.
2,2020-11-06 01:02:00,48.7056,-102.0825,Kenmare,ND,45101, 506th St NW,Stationary traffic on US-52 from 506th St (US-52) to CR-2/422nd Ave/6th St (US-52) due to accident.
2,2020-12-08 03:51:56,47.8047,-103.3905,Arnegard,ND,,Highway 85 N,Incident on US-85 SB near MP 147 Expect delays.
2,2020-11-23 02:23:04,46.877,-96.9506,West Fargo,ND,,I-94 E,Incident on I-94 EB near MP 345 Expect delays.
2,2020-11-14 05:04:40,47.4577,-99.5863,Bowdon,ND,299, 45th Ave NE,Incident on US-52 EB near MP 201 Expect delays.
2,2020-12-02 00:00:14,46.8367,-100.7059,Bismarck,ND,,I-94 E,Incident on I-94 EB near MP 164 Expect delays.
2,2020-11-19 01:11:30,46.8796,-96.8405,Fargo,ND,,I-29 S,Stationary traffic on US-81 S - I-29 S from 12th Ave/Exit 66 (I-29) to 13th Ave/38th St/Exit 64 (I-29) due to accident.
2,2020-12-22 19:52:30,47.5008,-97.0873,Cummings,ND,,I-29 N,Slow traffic on I-29 N - US-81 N from ND-200/Exit 111 (I-29) to CR-21/Exit 118 (I-29) due to accident.
2,2020-12-27 03:49:12,46.849,-96.7943,Fargo,ND,,US-52 W,Incident on I-94 WB near MP 352 Expect delays.
2,2020-12-13 03:26:30.000000000,46.8797,-102.5761,Gladstone,ND,,I-94 W,Slow traffic on I-94 W from Exit 72 (I-94) to I-94 Bus Loop/Exit 64 (I-94) due to accident.
2,2020-12-17 00:54:19,47.8842,-97.0876,Grand Forks,ND,,I-29 S,Incident on I-29 SB near MP 133 Expect delays.
2,2020-12-12 19:18:13,48.0008,-101.2907,Max,ND,22098, Highway 83 S,Incident on US-83 SB near MP 184 Expect delays.
2,2020-12-11 15:57:54,46.8313,-100.7682,Bismarck,ND,,I-94 E,Incident on I-94 EB near MP 160 Expect delays.
2,2020-12-12 06:03:04,46.9168,-97.9697,Valley City,ND,,I-94 E,Incident on I-94 EB near MP 294 Expect delays.
3,2020-05-30 22:28:03,46.8923,-98.629,Jamestown,ND,,I-94 E,Two lanes blocked due to accident on I-94 Westbound at Exit 262 87th Ave.
2,2020-10-22 16:23:56,46.9068,-98.2335,Sanborn,ND,,I-94 W,Incident on I-94 WB near MP 278 Expect delays.
2,2020-11-25 18:38:33,47.9478,-103.1981,Watford City,ND,3597, Highway 1806 W,Incident on ND-1806 NB near MP 301 Expect delays.
2,2020-12-08 05:46:58,48.3123,-101.2955,Minot,ND,,72nd Ave NE,Incident on US-83 NB near MP 206 Expect delays.
2,2020-10-23 09:31:52,46.877,-99.4688,Tappen,ND,,I-94 E,Incident on I-94 EB near MP 223 Expect delays.
2,2020-12-30 19:25:05,46.8473,-96.8972,West Fargo,ND,,I-94 E,Incident on I-94 EB near MP 347 Expect delays.
2,2020-11-24 05:48:23.000000000,46.9202,-97.9085,Oriska,ND,,I-94 E,Incident on I-94 EB near MP 298 Expect delays.
2,2020-10-18 18:36:01,46.8798,-99.5685,Tappen,ND,,I-94 W,Incident on I-94 WB near MP 217 Expect delays.
2,2020-11-03 17:46:24,47.9127,-102.738,Mandaree,ND,,Highway 22,Incident on ND-22 NB near MP 152 Expect delays.
2,2020-11-09 01:40:59,47.8484,-103.6585,Alexander,ND,,30th St NW,Incident on US-85 NB near MP 163 Expect delays.
2,2019-02-17 10:01:14,46.2831,-99.1755,Fredonia,ND,,Highway 13,At CR-9/61st Ave SE - Accident. Lane blocked.
4,2016-09-06 00:26:23,46.829,-100.8712,Mandan,ND,,Mandan Ave,Closed between I-94-BL and Main St E - Road closed due to accident.
2,2020-11-16 09:55:33,46.8633,-101.0032,Mandan,ND,,I-94 W,Incident on I-94 WB near MP 147 Expect delays.
2,2020-12-30 19:50:05,47.9868,-97.093,Grand Forks,ND,,I-29 S,Incident on I-29 SB near MP 144 Expect delays.
2,2020-09-18 14:20:46,48.6147,-103.9376,Grenora,ND,150, 1/2 Ave NW,Incident on ND-50 near MP 5 Expect delays.
2,2020-11-06 06:30:09,47.0155,-96.9076,Harwood,ND,,I-29 N,Incident on I-29 NB near MP 77 Expect delays.
2,2020-12-22 20:18:07,46.8785,-99.7561,Dawson,ND,,I-94 W,Incident on I-94 WB near MP 206 Expect delays.
2,2020-12-09 22:22:23,47.8606,-103.9619,Cartwright,ND,,Highway 200,Incident on ND-200 EB near MP 4 Expect delays.
2,2020-11-25 01:18:37,46.8705,-96.8416,Fargo,ND,,I-29 S,Incident on I-29 SB near MP 65 Expect delays.
2,2020-11-09 17:31:10,46.9374,-96.8521,Fargo,ND,,I-29 N,Incident on I-29 NB near MP 71 Expect delays.
2,2020-11-15 03:34:56,46.888,-102.9943,Dickinson,ND,,I-94 E,Incident on I-94 EB near MP 52 Expect delays.
2,2020-11-23 22:23:30,47.4546,-99.1174,Carrington,ND,,4th Ave N,Stationary traffic on US-281 S - US-52 W - ND-200 - US-281 N - US-52 E from ND-9/6th St (ND-281/US-281) to US-52/ND-200 (US-281) due to accident.
2,2020-11-24 05:48:23,46.9203,-97.9187,Valley City,ND,,I-94 E,Incident on I-94 EB near MP 298 Expect delays.
2,2020-12-17 01:29:19,47.2417,-97.0115,Grandin,ND,,I-29 N,Incident on I-29 NB near MP 94 Expect delays.
2,2020-11-25 01:11:00,46.8796,-96.8405,Fargo,ND,,I-29 S,Stationary traffic on US-81 S - I-29 S from 12th Ave/Exit 66 (I-29) to 13th Ave/38th St/Exit 64 (I-29) due to accident.
2,2020-12-30 17:55:04,46.8475,-96.9014,West Fargo,ND,,I-94 E,Incident on I-94 EB near MP 347 Expect delays.
2,2020-12-12 15:33:10,46.9198,-97.6863,Tower City,ND,,I-94 W,Incident on I-94 WB near MP 305 Expect delays.
4,2019-02-07 12:38:12,46.874,-97.2062,Mapleton,ND,,US-52 E,Closed between ND-18/Exit 331 and 45th St/Exit 348 - Road closed due to accident. Snowfall.
2,2020-12-01 18:50:10,48.6155,-97.8621,Edinburg,ND,8301, Highway 32,Incident on ND-32 NB near MP 208 Expect delays.
2,2020-11-05 11:29:48,46.003,-102.5803,Hettinger,ND,398, Highway 12 E,Incident on US-12 EB near MP 77 Expect delays.
2,2020-11-10 04:39:23,46.8621,-101.8282,Glen Ullin,ND,,I-94 W,Incident on I-94 WB near MP 103 Expect delays.
2,2019-02-15 14:51:32,46.2928,-99.1485,Fredonia,ND,,Highway 13,At Venturia - Accident. Lane blocked.
2,2018-05-15 09:41:50,46.9089,-96.8396,Fargo,ND,,US-81 S,At US-81-BR/19th Ave/Exit 67 - Accident.
4,2019-05-10 13:15:46,46.8967,-103.1957,Belfield,ND,,I-94 E,Closed between US-85/Exit 42 and CMC 4511/Exit 51 - Road closed due to accident.
2,2020-11-25 15:23:47,46.4587,-100.2736,Hazelton,ND,668, 66th St SE,Incident on US-83 NB near MP 40 Expect delays.
2,2020-11-06 22:45:21,48.139,-104.0238,Williston,ND,15462, US Highway 2,Incident on US-2 EB near MP 1 Expect delays.
2,2020-09-23 14:59:26.000000000,47.6942,-102.7172,Mandaree,ND,1929, Highway 22,Incident on ND-22 NB near MP 135 Expect delays.
2,2020-12-09 01:47:10,48.3118,-100.556,Towner,ND,126, Highway 2 E,Incident on US-2 EB near MP 184 Expect delays.
2,2020-11-11 01:33:50,47.5438,-98.177,Cooperstown,ND,,111th Ave NE,Incident on ND-65 EB near MP 8 Expect delays.
3,2019-02-04 18:27:57,47.9332,-97.0936,Grand Forks,ND,,Gateway Dr,Left lane closed due to accident on I-29 Southbound at Exit 141 US-2 Gateway Dr.
2,2020-11-12 00:04:04,48.1652,-98.9766,Devils Lake,ND,7632, Highway 2,Incident on US-2 EB near MP 263 Expect delays.
2,2020-12-01 20:20:11,48.0547,-100.9304,Velva,ND,2, Highway 52 E,Incident on US-52 EB near MP 117 Expect delays.
2,2020-12-17 02:24:20,48.4738,-97.1902,Drayton,ND,,I-29 N,Incident on I-29 NB near MP 180 Expect delays.
2,2020-11-12 02:09:06,47.507,-97.0905,Cummings,ND,,I-29 N,Incident on I-29 NB near MP 112 Expect delays.
2,2020-12-03 02:40:32,46.8614,-101.2864,New Salem,ND,,I-94 W,Incident on I-94 WB near MP 134 Expect delays.
2,2020-12-29 19:34:49,46.8721,-99.8217,Dawson,ND,,I-94 E,Incident on I-94 EB near MP 206 Expect delays.
2,2020-12-15 15:18:55,46.4873,-100.085,Braddock,ND,,16th Ave SE,Incident on ND-34 EB near MP 11 Expect delays.
2,2020-12-30 21:35:06,46.8556,-96.8407,Fargo,ND,,I-29 N,Incident on I-29 NB near MP 64 Expect delays.
2,2018-05-08 22:55:18,46.8621,-101.8346,Glen Ullin,ND,,I-94 W,At CR-139/Exit 102 - Accident.
2,2018-05-10 09:04:19,46.9136,-98.077,Valley City,ND,,I-94 W,At ND-1/Exit 288 - Accident.
2,2020-11-24 05:48:23,46.9203,-97.9187,Valley City,ND,,I-94 E,Incident on I-94 EB near MP 298 Expect delays.
2,2020-11-28 00:39:07,47.7704,-97.0775,Thompson,ND,,I-29 N,Incident on I-29 NB near MP 130 Expect delays.
2,2020-10-23 08:30:30,46.8761,-99.4672,Medina,ND,,I-94 E,Stationary traffic on I-94 from Exit 221 (I-94) to ND-30/Exit 228 (I-94) due to accident.
2,2020-11-12 16:09:15,48.1237,-97.2345,Manvel,ND,,Highway 81,Incident on US-81 NB near MP 168 Expect delays.
2,2020-12-30 21:40:06,46.8316,-100.7776,Bismarck,ND,,I-94 W,Incident on I-94 WB near MP 159 Expect delays.
2,2020-10-20 15:35:40,47.6027,-99.9266,Hurdsfield,ND,1299, Highway 3,Incident on ND-3 near MP 147 Expect delays.
2,2020-11-27 14:29:01,46.8627,-101.7859,Glen Ullin,ND,,I-94 W,Incident on I-94 WB near MP 109 Expect delays.
2,2020-11-08 00:30:42,45.9907,-100.4811,Strasburg,ND,9864, Highway 1804,Incident on ND-1804 NB near MP 6 Expect delays.
2,2020-12-29 21:54:51,46.8612,-101.413,New Salem,ND,,I-94 E,Incident on I-94 EB near MP 131 Expect delays.
2,2020-12-12 02:08:01,46.8647,-100.0399,Driscoll,ND,,I-94 W,Incident on I-94 WB near MP 192 Expect delays.
2,2020-12-27 19:14:21,47.7767,-97.0775,Thompson,ND,,I-29 N,Incident on I-29 NB near MP 133 Expect delays.
2,2020-12-29 04:44:41,46.3152,-100.9444,Solen,ND,7569, Highway 6,Incident on ND-6 NB near MP 32 Expect delays.
2,2020-12-29 19:29:49,46.8214,-100.8452,Mandan,ND,,I-94 E,Incident on I-94 EB near MP 156 Expect delays.
2,2020-11-24 09:43:26,47.6028,-97.0799,Buxton,ND,,I-29 N,Incident on I-29 NB near MP 117 Expect delays.
2,2020-11-16 15:35:36,46.7499,-100.8576,Mandan,ND,1828, 46th St SW,Incident on ND-1806 NB near MP 65 Expect delays.
2,2018-05-03 13:58:10,46.8222,-100.9049,Mandan,ND,274, 10th Ave SW,At I-94-BL/W Main St/8th Ave NW - Accident.
2,2020-12-01 05:35:01,46.8614,-101.276,New Salem,ND,,I-94 E,Incident on I-94 EB near MP 135 Expect delays.
2,2020-12-20 22:17:34,47.9131,-97.6237,Larimore,ND,874, Towner Ave,Incident on ND-18 NB near MP 164 Expect delays.
2,2020-11-25 02:43:38.000000000,46.8656,-96.8419,Fargo,ND,,I-29 S,Incident on I-29 SB near MP 64 Expect delays.
2,2020-11-12 01:21:30,47.8575,-97.0874,Grand Forks,ND,,I-29 N,Slow traffic on I-29 N - US-81 N from ND-15/Exit 130 (I-29) to US-81 Bus/32nd Ave/Exit 138 (I-29) due to accident.
2,2020-12-01 22:05:12,48.1402,-103.6798,Williston,ND,13852, US Highway 2,Incident on US-2 EB near MP 17 Expect delays.
3,2018-08-07 17:39:04,46.878,-99.3002,Medina,ND,,I-94 W,Accident on I-94 Eastbound at Exit 230 County Hwy-68 55th Ave.
2,2020-10-25 11:35:32,46.8922,-103.3798,Medora,ND,,I-94 W,Incident on I-94 WB near MP 33 Expect delays.
2,2020-10-17 11:46:14,46.4745,-96.8307,Colfax,ND,,I-29 N,Incident on I-29 NB near MP 41 Expect delays.
2,2020-11-19 01:11:30,46.8796,-96.8405,Fargo,ND,,I-29 S,Stationary traffic on US-81 S - I-29 S from 12th Ave/Exit 66 (I-29) to 13th Ave/38th St/Exit 64 (I-29) due to accident.
2,2020-12-07 04:01:40,46.2832,-99.225,Lehr,ND,,55th Ave SE,Incident on ND-13 EB near MP 250 Expect delays.
2,2020-12-17 01:38:30,47.2355,-97.0083,Grandin,ND,,I-29 N,Slow traffic on I-29 N - US-81 N from CR-26/Exit 86 (I-29) to ND-200A/Exit 100 (I-29) due to accident.
2,2018-05-04 13:03:25,47.9331,-97.1139,Grand Forks,ND,,Gateway Dr,At Grand Forks - Accident.
2,2020-11-15 20:55:14,46.8923,-98.4771,Jamestown,ND,,I-94 E,Incident on I-94 EB near MP 271 Expect delays.
2,2020-11-15 01:44:54,48.2396,-100.8591,Granville,ND,1288, Highway 2 W,Incident on US-2 EB near MP 167 Expect delays.
2,2020-11-16 17:10:38,46.8632,-101.0129,Mandan,ND,,I-94 W,Incident on I-94 WB near MP 147 Expect delays.
